year,id,prop_name,zip_code,primary_property_type,area,built_year,energy_star_score,electricity_use,nat_gas_use,lat,long
2020,156856,Presence Stone Professional Office Building,60657,Medical Office,96180,1991,47,4127392.2,6341129.6,41.93320344,-87.63984213
2020,240518,Museum Pointe CA,60605,Multifamily Housing,526100,2005,72,8999130.1,19166089.5,41.86561463,-87.62099053
2020,251674,Camras Elementary -CPS,60634,K-12 School,125430,1946,85,1307787.5,5429610.2,41.93583269,-87.77043893
2020,251513,Dawes Elementary -CPS,60652,K-12 School,90061,1954,61,1592521.5,4456589.8,41.745032,-87.717215
2020,124019,Jewel Food Store,60656,Supermarket/Grocery Store,52748,1965,66,7354681.9,3668400,41.96565014,-87.83681933
2020,251592,"Cleveland Elementary, Grover -CPS",60618,K-12 School,97461,1910,59,1338820.9,6167369.8,41.9516283,-87.7063067
2020,173250,Clark Manor Convalescent Center,60626,Senior Living Community,68875,1974,27,4016290.2,10323445.5,42.01693066,-87.67501005
2020,251268,860 N Lake Shore Drive Trust,60611,Multifamily Housing,399042,1949,9,7478448.9,36137870.6,41.89867711,-87.61881403
2020,250109,Vivian Gordon Harsh Apts,60653,Multifamily Housing,102424,1963,26,2061363.2,9531989.6,41.81752205,-87.59734637
2020,251380,Motley School Apartments,60642,Multifamily Housing,57135,2019,38,937914.4,3473830.6,41.8954882,-87.66111127
2020,253958,Peterson Lofts Condominium Association,60605,Multifamily Housing,82500,1915,89,1421882.7,3052042,41.8684207,-87.62414082
2020,159894,Oglesby Towers,60649,Multifamily Housing,245000,1964,43,3308104.5,18140296.6,41.77311903,-87.56893205
2020,251539,Sayre Language Academy -CPS,60707,K-12 School,79775,1930,67,1328362,3790119.9,41.91381019,-87.79937575
2020,237018,Museum Park Lofts,60605,Multifamily Housing,282718,2004,98,3154806.9,8540218.7,41.86555202,-87.62305024
2020,234823,525 Hawthorne Place Condominium Association,60657,Multifamily Housing,326716,1969,80,5699974.6,14215771.3,41.94421223,-87.64214687
2020,251499,Jahn World Language -CPS,60657,K-12 School,83029,1908,72,1100525,4174640,41.93918165,-87.67522067
2020,251578,"Bright, Orville T -CPS",60617,K-12 School,90919,1922,58,1103741.3,5804680.1,41.69976566,-87.56232296
2020,119323,#1976 Lincoln Park,60614,Retail Store,80069,2003,25,6264977.3,691277.4,41.93099766,-87.64894109
2020,251602,Otoole Elementary -CPS,60636,K-12 School,96700,1927,63,2191866,3374970.1,41.7745103,-87.67580793
2020,250039,Carver Middle -CPS,60827,K-12 School,144504,1969,19,2685268,14010529.7,41.65254748,-87.60176131
2020,251498,"Ericson Scholastic Academy, Leif -CPS",60624,K-12 School,74410,1962,32,1989680.8,4474709.6,41.875687,-87.715836
2020,162351,Resurrection College Prep High School,60631,K-12 School,169870,1962,89,3019874.3,3583010.4,41.99119566,-87.81565308
2020,251579,"Henderson Elementary, CPS",60636,K-12 School,81110,1923,60,1859911.7,3046150.2,41.791026,-87.6718
2020,251643,West Park Academy Of Fine Arts & Tech -CPS,60651,K-12 School,81350,1996,29,2617738.9,3994419.6,41.90686643,-87.73217473
2020,256729,Robert J. Richardson Middle School,60629,K-12 School,135212,2016,94,2152998.3,1809670.1,41.782685,-87.698675
2020,105596,Commonwealth Apartments,60614,Multifamily Housing,101893,1927,52,3312277.6,4680919.6,41.92201051,-87.65461957
2020,159896,Regents Park,60615,Multifamily Housing,1460101,1972,50,29420994.3,95443598.7,41.80366926,-87.58484454
2020,240338,Lakeside on the Park Condominium,60605,Multifamily Housing,267040,2004,64,5108920.7,10285957.6,41.86627308,-87.62299085
2020,255015,The Parker Fulton Market,60661,Multifamily Housing,315426,2016,58,8877051.8,7238874.9,41.88516466,-87.64693195
2020,121043,209 W Jackson Blvd,60606,Office,164000,1897,69,6973022.1,4659978.7,41.87809351,-87.63415988
2020,175888,Beacon Lofts,60607,Multifamily Housing,84151,1997,90,1094852.8,2348719.2,41.87399385,-87.651678
2020,240752,200 N. Dearborn CA,60601,Multifamily Housing,419953,1989,43,8659656.3,22341354.4,41.88603988,-87.62982289
2020,252248,79th St. Limited Partnership dba Wrightwood Service Center,60652,Senior Care Community,74000,2010,83,1606939.4,2594240.9,41.74981978,-87.69322762
2020,251286,101 Grand,60654,Office,61971,1872,43,2268474.9,4735400.1,41.891595,-87.631231
2020,250074,Lawndale Gardens,60608,Multifamily Housing,99462,1943,6,2884590.1,11999570.3,41.84605513,-87.6930498
2020,253973,Klee Plaza at Six Corners Condominium Association,60654,Multifamily Housing,94000,2007,93,1412953.5,3263603.3,41.89158015,-87.63783734
2020,241767,340 on the Park,60601,Multifamily Housing,1008356,2007,27,38325261.6,10585399.9,41.88484071,-87.61888905
2020,119055,"Target, Chicago Brickyard (1924)",60707,Retail Store,343934,2004,70,6914698,3742899.7,41.93005111,-87.78975524
2020,251525,Tilton-CPS,60624,K-12 School,104888,1909,36,1613929.8,8873130,41.88386042,-87.73025708
2020,254062,Prairie Ave Lofts,60616,Multifamily Housing,237450,1910,67,4511015.5,7612215.3,41.8458598,-87.62921
2020,156413,Wells Community Academy HS -CPS,60622,K-12 School,264101,1935,90,2955344.9,10629919.9,41.89879449,-87.66807898
2020,101715,The Franklin,60606,Office,3135770,1989,75,140883398.3,514471.5,41.88003331,-87.63472342
2020,251631,Frederico Garcia Lorca -CPS,60618,K-12 School,105599,2010,46,3775676,1989559.8,41.94003811,-87.72420395
2020,101918,Randolph-Wells Building,60606,Office,200116,1914,83,6574144.9,506043.4,41.8841105,-87.63418465
2020,160325,G & A Senior Residence at Eastgate Village,60616,Multifamily Housing,104388,2009,87,819679.2,6654274.5,41.84603122,-87.6203649
2020,101682,8750 West Bryn Mawr Ave - Triangle Plaza,60631,Office,1286867,1985,89,32945463.8,89725.7,41.98305124,-87.84427691
2020,175834,Central Arts Building,60654,Office,101235,1910,89,2258883.9,2395914.9,41.89571538,-87.6356947
2020,251872,Goode HS -CPS,60652,K-12 School,208200,2008,46,9521369.4,1106510,41.753986,-87.707413
2020,159983,Michigan Beach/Sandalwood,60649,Multifamily Housing,230250,1965,23,3939870.7,21028151.3,41.76487407,-87.56085486
2020,252088,Pueblo Commons Condominiums,60656,Multifamily Housing,216000,1960,92,1246543.4,11539399.9,41.96376382,-87.83852632
2020,242537,James Kilmer Condo Association,60610,Multifamily Housing,898001,1971,75,15164333.7,38378003.3,41.9104154,-87.63270387
2020,239540,Gold Coast Condominium Association,60610,Multifamily Housing,233645,1975,95,4657359.5,3054915,41.90376285,-87.62612567
2020,251395,Mcclellan Elementary -CPS,60609,K-12 School,58108,1881,38,726997.5,5224480.1,41.83035712,-87.64086107
2020,101420,Chicago Acad Elementary -CPS,60634,K-12 School,250844,1934,46,5273824.9,14754889.8,41.94253753,-87.77737003
2020,159745,Clarendon Court Apartments,60640,Multifamily Housing,110000,1980,40,3626117.7,6090581.2,41.96394063,-87.65039391
2020,100438,Palmolive Building Condominium Association,60611,Multifamily Housing,436505,1929,8,21444486.4,27386502.4,41.899795,-87.624109
2020,251483,"Hamilton Elementary, Alexander - CPS",60657,K-12 School,74643,1903,91,659947.1,2860390,41.9454957,-87.67065657
2020,159571,2144 N. Lincoln Park Condominium Association,60614,Multifamily Housing,287000,1975,100,2348090.6,6907852.6,41.92130396,-87.6364506
2020,158307,Two River Place,60654,Multifamily Housing,332586,2004,41,7607019.8,15302892.7,41.89516628,-87.64335552
2020,251603,Morrill Math/Science Spec -CPS,60629,K-12 School,99200,1926,38,1606602.5,8003850.1,41.784049950000004,-87.6883021
2020,251741,Robert Healy Elementary -CPS,60616,K-12 School,114704,1962,47,2097691.2,7300290.3,41.83941849,-87.64076006
2020,252112,Pete's Cermak,60608,Supermarket/Grocery Store,74000,2006,26,11538492.1,12188864.6,41.8532888,-87.68928885
2020,160085,The Clare,60611,Multifamily Housing,754256,2008,1,31443585.3,60505999.2,41.89727458,-87.62635153
2020,251548,Mt Vernon Elementary -CPS,60643,K-12 School,82650,1929,65,847046.8,5584959.7,41.70230601,-87.64817401
2020,101733,Two North Riverside Plaza,60606,Office,778175,1929,67,38593715.1,492544.7,41.88253679,-87.63918687
2020,125235,8527-Ukrainian Village,60622,Supermarket/Grocery Store,54963,2013,66,7104480.7,7398300.6,41.89552589,-87.67837795
2020,103615,NMH Prentice Womens Hospital,60611,Hospital (General Medical & Surgical),945000,2007,48,89465259.1,129096845.3,41.89627286,-87.62088103
2020,113466,Franklin Building,60605,Multifamily Housing,80626,1912,46,2064171.3,4736631.8,41.86863212,-87.62730687
2020,251926,Mondial River West,60642,Multifamily Housing,300047,2009,41,5408132.7,11447580,41.895064,-87.650602
2020,105936,14 West Elm Apartments,60610,Multifamily Housing,127425,1930,90,1619413.7,8025896.7,41.9037528,-87.63558845
2020,251658,Piccolo Specialty -CPS,60651,K-12 School,218899,1919,74,2562039.8,11601350.2,41.90030381,-87.73182406
2020,172289,Luxe on Madison,60607,Multifamily Housing,158503,2009,71,3566348.9,4504023.2,41.88195862,-87.65795891
2020,256076,Left Bank at K Station,60606,Multifamily Housing,572165,2006,81,8448894.6,24937262.6,41.88198898,-87.63516
2020,163380,"Target, Chicago West Loop (2781)",60607,Retail Store,173856,2012,53,9183752.6,4738300.1,41.877813,-87.654932
2020,101707,111 E Wacker Dr,60601,Office,1219035,1969,47,45974946.5,52872672.9,41.8876921,-87.62356505
2020,159416,AMLI 900,60605,Multifamily Housing,571810,2008,47,19760298,8244540.9,41.87033029,-87.63101446
2020,252309,Natalie Salmon House,60626,Multifamily Housing,51000,1994,90,986501.4,1891810.1,42.01453833,-87.66446285
2020,244340,Winston Towers No. 5,60645,Multifamily Housing,350800,1972,43,5630246.8,26094566.9,42.01065387,-87.70793294
2020,251711,"Douglass, Frederick Academy HS -CPS",60644,K-12 School,135210,1973,19,6137475.5,6818609.5,41.889941,-87.767696
2020,251310,"Jewel Osco, 03501-Western & Roscoe",60618,Supermarket/Grocery Store,55600,2002,63,8663760.7,4255000,41.943184,-87.6882055
2020,250037,"Brennemann Elementary, Joseph -CPS",60613,K-12 School,53422,1963,12,2084214.8,3466100.3,41.96003761,-87.64915547
2020,253951,18th Street Lofts,60616,Multifamily Housing,93675,1998,97,1342523,2116535.5,41.84550365,-87.63055693
2020,159103,Chestnut Tower,60610,Multifamily Housing,308244,2001,91,3576781.4,12500151.9,41.8975933,-87.63238627
2020,243690,The 400 Condominium Association,60601,Multifamily Housing,1361500,1963,72,21353803.9,61522782.3,41.88484798,-87.61650377
2020,159326,Hilliard Homes Phase II Limited Partnership,60616,Multifamily Housing,173883,1966,54,3761272.8,12489319.3,41.85460358,-87.6280721
2020,158644,Astor House,60610,Multifamily Housing,206150,1969,37,5513928.7,13598399.1,41.9070422,-87.62817979
2020,111452,Washington Square,60607,Multifamily Housing,90724,1998,94,1248590.7,3186550.9,41.87399385,-87.651678
2020,251905,"Funston, Frederick Elementary -CPS",60647,K-12 School,107729,1896,45,2586892.5,5533130,41.91774866,-87.71712677
2020,252051,Chess Lofts Condominium,60616,Multifamily Housing,121070,2007,40,3170467.9,6811039.3,41.85436818,-87.61953143
2020,251449,Libby Elementary -CPS,60609,K-12 School,115600,1901,60,3256093.7,2674650.1,41.79736598,-87.66014873
2020,102363,Lane Tech HS -CPS,60618,K-12 School,713935,1934,88,10420926.9,25433370.8,41.94498741,-87.69077957
2020,103651,Four40,60605,Office,1281028,1984,68,75277389.5,360852.7,41.87595944,-87.63219354
2020,160286,Rosenwald Courts,60653,Multifamily Housing,214622,1936,72,8078911.4,2116907.8,41.81028171,-87.62440902
2020,251465,"Coonley, John C -CPS",60618,K-12 School,72304,1893,30,2087283.9,4167869.8,41.95544107,-87.68400271
2020,251718,Mcpherson Elementary -CPS,60640,K-12 School,155337,1888,66,2903905.6,6602029.9,41.96819459,-87.6766515
2020,251516,Lawrence Elementary -CPS,60617,K-12 School,82156,1945,36,1169774.1,6705899.9,41.71441592,-87.56747652
2020,113745,The Sexton Condominium Association,60654,Multifamily Housing,449107,1915,96,8022216,5357399.8,41.89075805,-87.63753056
2020,251629,Bass Elementary -CPS,60621,K-12 School,85881,1894,6,2955214.6,8702070,41.774895,-87.6532
2020,251529,Lovett Elementary -CPS,60639,K-12 School,85200,1927,62,1169988.2,5119429.7,41.912786,-87.78313
2020,250114,Zelda Ormes Senior Apartments,60610,Multifamily Housing,169050,1975,79,3152404.8,10420030.1,41.903163,-87.631828
2019,103597,30 N LaSalle St,60602,Office,1095104,1974,72,39015674.1,53582939.6,41.88284628,-87.63290243
2019,103641,33 N LaSalle St,60602,Office,477171,1929,61,15770799.7,27331044,41.88286478,-87.63205333
2019,100019,Dixon Building,60607,Office,60000,1908,65,2766951.8,1770986.7,41.87642552,-87.63335549
2019,100179,Saint Anthony Hospital - Main Hospital,60623,Hospital (General Medical & Surgical),239057,1897,72,21144112.8,40979741,41.85513555,-87.6978405
2019,100252,10426  S MICHIGAN AVE,60628,Multifamily Housing,47039,2011,85,1726157.4,79566,41.69755188,-87.61477587
2019,100317,C5504WAB (22251),60637,Multifamily Housing,80000,1904,57,651217.7,7365698.8,41.78046327,-87.6053081
2019,100346,2609 W. Belmont Apartments,60618,Multifamily Housing,87196,2013,98,1592697.7,2659494.5,41.94672055,-87.70319673
2019,100372,Holy Cross Hospial,60629,Hospital (General Medical & Surgical),409910,1911,7,31978321.7,128912488.5,41.770003,-87.690841
2019,100375,C3600FRA (22112),60624,Multifamily Housing,63514,1917,88,599566.9,3515383.9,41.8808242,-87.72327934
2019,100396,St. Rita of Cascia HS,60620,K-12 School,275768,1960,66,5206623.3,15901599.3,41.75293115,-87.68297148
2019,100417,Marist HS,60655,K-12 School,241936,1963,58,5339636.7,14460799,41.68539508,-87.72369345
2019,100433,Presence SMEMC St Mary Campus,60622,Hospital (General Medical & Surgical),697454,1976,43,67175456,109823482.7,41.90251573,-87.68336086
2019,100438,Palmolive Building Condominium Association,60611,Multifamily Housing,397200,1929,6,22679318.3,27950663.4,41.899795,-87.624109
2019,100448,Hilton Chicago MM Suites,60611,Hotel,314850,1989,64,13629694.6,24760925.5,41.89956332,-87.62215183
2019,100470,Lawson Partners,60610,Multifamily Housing,259349,1930,46,7522818.5,26433709.8,41.896703,-87.629373
2019,100485,"1900 W. Farwell, LLC",60626,Multifamily Housing,59000,1915,54,724534.8,4150888.2,42.01036185,-87.66829765
2019,100637,Addison Towers,60616,Multifamily Housing,68667,1920,8,1459519.8,7809399.4,41.95402016,-87.6620278
2019,100674,The Lofts at Arthington,60624,Multifamily Housing,228897,1909,96,2510910.9,11547444.8,41.87000549,-87.70831909
2019,100851,600 W Chicago,60654,Office,2146502,1908,41,184658668.3,25929983,41.896501,-87.64288
2019,100867,Rush University Medical Center,60612,Hospital (General Medical & Surgical),3894568,1982,25,452426082,339200081.9,41.875121,-87.668005
2019,100946,New Englewood Terrace Apartments,60621,Multifamily Housing,325680,1966,89,4970270.6,14534583.4,41.77724863,-87.64053938
2019,100947,C7131YAT (22222),60649,Multifamily Housing,70000,1930,87,1043858.4,3503277,41.76259226,-87.57231648
2019,101013,7332 N. Damen,60645,Multifamily Housing,55000,1922,74,763585.1,5789205.1,42.00880199,-87.69502812
2019,101030,Oakwood Shores Sr,60653,Multifamily Housing,76017,2012,62,1849771.8,3434229.9,41.82021138,-87.61246867
2019,101032,Parkview Towers Apartments,60615,Multifamily Housing,114328,1969,66,1990451.6,8606295,41.80224043,-87.60332678
2019,101038,2111 W Roosevelt Rd,60608,Office,458947,2006,87,24710956.2,15679031.3,41.86578401,-87.67979313
2019,101090,Spring Grove Apartments,60653,Multifamily Housing,89084,1966,49,1694866.6,8581193.3,41.82021138,-87.61246867
2019,101179,Shriners Hospital for Children-Chicago,60707,Hospital (General Medical & Surgical),196466,1981,22,15126887,40568199.5,41.91969032,-87.79508098
2019,101217,850 Eastwood,60640,Multifamily Housing,244164,1992,75,4363098.4,16352475,41.97223008,-87.6645957
2019,101226,Montclare Senior Residences of Avalon Park Phase I,60619,Multifamily Housing,92610,2009,77,1762783.5,4797234.4,41.74401302,-87.60549928
2019,101343,The Resurrection Project - Casa Morelos,60608,Multifamily Housing,54404,2009,88,1114639,2190824.3,41.84915346,-87.67089596
2019,101363,1101 E Hyde Park,60615,Multifamily Housing,69631,1923,57,327603.1,5033899.7,41.80224043,-87.60332678
2019,101407,CA 23,60607,Multifamily Housing,120905,2012,100,1414690.3,4232557.9,41.87399385,-87.651678
2019,101409,238-Senior Suites of Kelvyn Park,60629,Senior Care Community,76000,2008,52,1940571.6,4540900.2,41.92039417,-87.75616669
2019,101471,701 709 W BROMPTON AVE,60657,Multifamily Housing,53469,1980,83,1344130.1,1633802.5,41.9398511,-87.65844752
2019,101519,239-Senior Suites of Marquette Village,60629,Senior Care Community,77682,2010,53,2385793.2,4661699.6,41.77517105,-87.71389848
2019,101527,Sankofa House,60624,Multifamily Housing,67988,2008,91,916644,3486450.3,41.8808242,-87.72327934
2019,101545,849 863 W BUENA AVE,60613,Multifamily Housing,51163,1925,44,481228.5,4588942.4,41.95402016,-87.6620278
2019,101547,Mercy Chicago - Hospital,60616,Hospital (General Medical & Surgical),750000,1968,48,71199637,88085404.7,41.84674735,-87.62133625
2019,101557,Atlas 2 E 8th St,60605,Multifamily Housing,264140,1985,49,5768692.3,23806900.3,41.871828,-87.627232
2019,101560,IL0054ZZ - Clark Fedral Bldg,60605,Office,636217,1912,37,32329549.6,40070393.7,41.87500832,-87.63122808
2019,101567,The Monadnock Building,60604,Office,496749,1890,95,7143196,14318730.7,41.87752434,-87.6295529
2019,101579,"First Praire Shores, LLC",60616,Multifamily Housing,289267,1960,13,6242178.9,33707886.9,41.84146488,-87.61667463
2019,101592,5452 S Ellis,60615,Multifamily Housing,51368,1900,100,288109.2,1513555.2,41.80224043,-87.60332678
2019,101593,5034 S Woodlawn Ave,60615,Multifamily Housing,61535,1920,53,404519.9,5186800.2,41.80224043,-87.60332678
2019,101643,G&A Senior Residence at Ravenswood,60660,Multifamily Housing,109912,2006,76,1705410.7,9360779.9,41.99090057,-87.66660744
2019,101657,TLC Touhy LLC,60626,Multifamily Housing,56894,1924,46,283762.4,4658142.6,42.01036185,-87.66829765
2019,101674,Presidents Plaza 2,60631,Office,441327,1983,75,25553870.3,382941,41.98171896,-87.84446238
2019,101676,O'Hare Plaza I,60631,Office,538105,1969,81,22341438.2,22115998.4,41.98681144,-87.84464462
2019,101679,Presidents Plaza 1,60631,Office,417395,1980,65,30223028.6,278483.7,41.98292604,-87.84221511
2019,101681,Presence Resurrection Medical Center,60631,Hospital (General Medical & Surgical),1096074,1953,50,84407932.6,172105837.7,41.98632417,-87.81456571
2019,101682,8750 West Bryn Mawr Ave - Triangle Plaza,60631,Office,714158.5,1985,83,36660507,333266.1,41.98305124,-87.84427691
2019,101691,Mildred Court Condominium Association (2701-11 N. Mildred Ave),60614,Multifamily Housing,61700,1920,98,681536.8,2076110.9,41.92201051,-87.65461957
2019,101703,Algonquin #2,60615,Multifamily Housing,59310,1950,23,773490.2,7040640.4,41.80224043,-87.60332678
2019,101705,Algonquin #4,60615,Multifamily Housing,59310,1950,38,1016799.9,5443429.8,41.80224043,-87.60332678
2019,101707,111 E Wacker Dr,60601,Office,1140247,1969,41,55919131.5,90726816,41.8876921,-87.62356505
2019,101708,233 N Michigan Ave,60601,Office,1155516,1972,61,45464320,57202919.3,41.8869574,-87.62305507
2019,101710,Algonquin #1,60615,Multifamily Housing,59310,1950,12,1637128.8,5947090.2,41.80224043,-87.60332678
2019,101713,Aon Center,60601,Office,3193966,1972,76,115544104.5,104670562.1,41.88529085,-87.62152084
2019,101715,The Franklin,60606,Office,2967721,1989,70,169860380.8,856609.7,41.88003331,-87.63472342
2019,101729,540 W Madison Ave,60661,Financial Office,1222281,2004,79,102448712,838935.5,41.88256638,-87.6416484
2019,101731,175 W Jackson,60604,Office,1809140,1928,83,53436116.8,40930980.2,41.87749352,-87.63319804
2019,101733,Two North Riverside Plaza,60606,Office,741315,1929,61,44251729.3,3240748.1,41.88253679,-87.63918687
2019,101736,Hyatt Center,60606,Office,1687710,2005,74,114648113.3,887634.7,41.88099639,-87.63603964
2019,101738,300 E Randolph,60601,Office,2224842,2010,43,174764755.4,2530520.1,41.88484639,-87.61989893
2019,101742,James R Thompson Center,60601,Office,1193163,1985,38,79303307.6,45877032.4,41.88517287,-87.63173182
2019,101753,222 South Riverside Plaza,60606,Office,1237455,1971,85,60829545.4,36939112,41.8787371,-87.63898537
2019,101755,Harris Bank Building,60603,Office,1526102,1974,48,77215231.9,95134699.5,41.88031326,-87.63191186
2019,101756,Cook County Building,60602,Office,638592,1906,46,34333284.1,34994398.4,41.88385328,-87.63167966
2019,101757,IL0000FC - Chicago Federal Ctr,60604,Mixed Use Property,3176860,1975,70,94861720.6,111969112.8,41.87881863,-87.62895341
2019,101760,Leo Burnett Building,60601,Office,1392096,1989,83,78603642.9,1509842.4,41.88642141,-87.62903061
2019,101762,Richard J Daley Center,60602,Courthouse,1541766,1965,76,50451742.7,67890898.7,41.88409726,-87.63019634
2019,101770,10/30 South Wacker,60606,Office,2662457,1983,73,143938461.4,2245508.1,41.8816073,-87.63751717
2019,101776,Hyatt Regency Chicago,60601,Hotel,2022785,1974,73,78271177.6,118165069.5,41.88770297,-87.62267404
2019,101787,111 N Canal,60606,Office,979270,1918,89,65430661.6,23941719.2,41.8838247,-87.6393572
2019,101790,The Jewelers Building,60601,Office,620100,1927,74,22562989.6,22097998.9,41.88653197,-87.62678611
2019,101795,541 N Fairbanks,60611,Office,712914,1969,43,46483552.6,31233745.4,41.89221623,-87.61971658
2019,101797,303 E Wacker,60601,Office,1015129,1979,84,67756826.7,159250.7,41.88729474,-87.62026142
2019,101798,Headquarters Q12380,60606,Office,976496,1968,52,39561730.6,65009641.1,41.88411639,-87.63478478
2019,101801,Michigan Plaza,60601,Office,2059714,1981,73,123778250,5003267.7,41.88603179,-87.62354823
2019,101804,401 N Michigan Ave,60611,Office,878884,1965,74,29299239.8,48830126.7,41.88961452,-87.62297649
2019,101807,Fine Arts Building,60605,Office,160558,1884,58,3031156.7,13933252.9,41.87645683,-87.62485929
2019,101812,One North Dearborn,60602-3902,Office,1088373,1904,80,45691490.9,6383.2,41.88234218,-87.62866439
2019,101813,150 N Michigan Ave,60601,Office,708962,1984,75,36091351.2,54034.8,41.88483521,-87.62496769
2019,101827,Burnham Center,60602,Office,597773,1914,70,23271586.9,29092641.9,41.88322343,-87.63144072
2019,101828,Indiana Terrace Apartments,60637,Multifamily Housing,66649,1973,55,1013050.1,6618521,41.78046327,-87.6053081
2019,101835,230 W Monroe,60606,Office,661535,1970,58,28708168.8,31256851.1,41.88100752,-87.63490659
2019,101839,120 S Riverside Plaza,60606,Office,787045,1966,90,27066048.3,20096999.2,41.87996528,-87.63907767
2019,101841,122 Property LLC,60604,Office,512369,1910,47,20715169.8,39656539.8,41.87991058,-87.62493152
2019,101850,One East Wacker,60601,Office,688275,1962,86,15982800.9,32521469.7,41.88653035,-87.62754249
2019,101852,Sheraton Chicago Hotel & Towers,60611,Hotel,1158300,1990,36,89017612.8,29363400,41.88916695,-87.61943672
2019,101854,10 South Riverside Plaza,60606,Office,787045,1964,85,33325758.1,21558600.1,41.88124095,-87.63911942
2019,101856,111 West Jackson,60604-3589,Office,671697,1962,70,24396543.8,29550480.7,41.87784862,-87.63130907
2019,101862,101 North Wacker,60606,Office,663093,1980,71,51024105.7,1429768.2,41.88356984,-87.6364138
2019,101868,300 South Wacker Property LLC,60606,Office,600713,1971,75,26399254.7,21157532.1,41.87767066,-87.6371323
2019,101869,Hotel Sax Chicago,60654,Hotel,222154,1960,44,8004244.9,4141957.8,41.88833261,-87.62950362
2019,101872,100 N LaSalle,60602,Office,160475,1927,60,6445766.2,8397737.8,41.88343043,-87.63249784
2019,101874,CW GLL 444 N Michigan,60611,Office,517115,1976,44,39082003.4,66852.4,41.89069402,-87.62477656
2019,101876,55 E Jackson Blvd,60604,Office,451233,1963,20,25807235.2,60392204.1,41.8780063,-87.62558458
2019,101878,200 W Jackson Boulevard Bldg,60606,Office,545162,1971,74,17921707.4,29353272.8,41.87843672,-87.63410024
2019,101883,Omni Hotel,60611,Hotel,440281,1990,1,78443790.7,797700,41.89472393,-87.62492502
2019,101889,333 N Michigan,60601,Office,354146,1928,70,8889072.1,18849000,41.88764029,-87.62452335
2019,101899,6830 N SHERIDAN RD,60626,Multifamily Housing,64264,1967,71,1103502.2,5295699.2,42.01036185,-87.66829765
2019,101900,"Washington Franklin, LLC",60606,Office,105313,1922,69,4309816.6,5110813.7,41.88299541,-87.63565914
2019,101901,Allegro Hotel and Palace Theater,60601,Hotel,383168,1926,44,11265666.5,39840442.2,41.8841082,-87.63304764
2019,101910,Michael A. Bilandic Building,60601,Office,464498,1920,71,15203370.4,15136841,41.88474397,-87.63249596
2019,101913,Chicago Transit Authority,60661,Office,434052,2004,65,20897824.4,16393000.3,41.88528144,-87.64234829
2019,101918,Randolph-Wells Building,60606,Office,200116,1914,78,8198466.2,628011,41.8841105,-87.63418465
2019,101950,332 Property LLC,60604,Office,529401,1910,58,17895366.8,32201008.3,41.87724917,-87.6247034
2019,101954,Garland Building,60602,Office,259000,1914,30,15824460.2,17279710.6,41.88357029,-87.62621336
2019,101958,17 N State LLC,60602,Office,409072,1914,79,14864906.9,8293870.7,41.8825726,-87.6277938
2019,101961,Inland Steel Building,60603,Office,300971,1958,73,11878898.5,20354319.4,41.88108964,-87.62858918
2019,101968,30 N Michigan Ave,60602,Office,222125,1914,45,12748221.5,9249784.2,41.88298879,-87.62497233
2019,101972,150 N Wacker Dr,60606,Office,265117,1970,68,9467419.7,20558365.4,41.88476971,-87.63734502
2019,101981,Woodlawn Terrace,60615,Multifamily Housing,58167,1925,65,722958.4,5401000,41.80224043,-87.60332678
2019,101988,205 W Wacker,60606,Office,309652,1929,75,10871938.8,14686499.9,41.88638306,-87.63427616
2019,101999,1415 W LUNT AVE,60626,Multifamily Housing,42000,1972,83,748258.4,2983300.1,42.01036185,-87.66829765
2019,102029,Drexel Grand,60615,Multifamily Housing,53092,1926,45,2038380,1109900,41.80224043,-87.60332678
2019,102083,Pratt Blvd Place Condo Assoc,60626,Multifamily Housing,68000,1930,81,751155.2,3771400.1,42.01036185,-87.66829765
2019,102091,Superior West Private Residences (101 W Superior),60614,Multifamily Housing,111004,2001,86,2062438,3962309.4,41.89158015,-87.63783734
2019,102125,Northwestern Medicine 259 East Erie,60611,Medical Office,691862,2014,63,48013049.8,40055485.5,41.89404425,-87.62041608
2019,102157,Prudential Plaza,60601,Office,2751035,1972,70,144400616.8,101358197.9,41.88494749,-87.62313016
2019,102232,2800 Lake Shore Drive Condo Association,60657,Multifamily Housing,757935,1969,51,14004837.2,55737089.8,41.93329168,-87.63716558
2019,102238,Park West Condominium,60614,Multifamily Housing,192329,1971,5,6171588.1,23264858.7,41.92554767,-87.64131151
2019,102283,Presence St Joseph Hospital - Chicago,60657,Hospital (General Medical & Surgical),681807,1960,58,55626211.3,97922196.8,41.93498449,-87.63728308
2019,102284,Commonwealth Plaza Condominium Association,60657,Multifamily Housing,502673,1957,32,9634914.8,49919160.9,41.932938,-87.638753
2019,102285,Advocate Illinois Masonic Medical Center,60657,Hospital (General Medical & Surgical),1335452,1908,99,68834336.3,122647523.9,41.93678761,-87.65090588
2019,102335,Park Shore,60613,Multifamily Housing,53136,1970,100,492211.7,237500,41.95402016,-87.6620278
2019,102336,Institute of Cultural Affairs,60640-7528,Office,182250,1921,87,2963028.6,9731870.2,41.96865627,-87.65524596
2019,102337,Buena Shores,60613,Multifamily Housing,185358,1970,97,1263740,12815389.7,41.95402016,-87.6620278
2019,102340,Grand on Grand Condominium Association,60654,Multifamily Housing,192102,2004,20,5783067,12486727.9,41.89198218,-87.63699623
